ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics
2629,Ramses II,1997,1,5,30,7,624,5,,,,
166640,Prime Time,2015,2,4,120,13,304,5,,,,
264278,Dice Upon a Time,2019,2,5,60,10,108,7,,,,
123604,Leuthen: Frederick's Greatest Victory 5 December,,,,,,,,,,,
215482,Road Hog: Rule the Road,2017,2,5,30,10,185,6,,,,
801,Crimean War Battles,1978,2,2,120,12,86,6,,,,
267401,Lawyer Up,2021,2,2,75,13,65,7,,,,
254846,Peanut Club,2018,3,6,20,8,106,6,,,,
35910,Cannonball Colony,2008,2,4,60,10,81,7,,,,
97332,Malifaux Rules Manual,2011,2,2,120,14,53,8,,,,
229496,Pencils & Powers,2017,1,8,45,12,83,7,,,,
238919,The Battle of Wakefield: Yorkshire,,,,,,,,,,,
171234,Skulldug!,2015,1,6,90,13,144,6,,,,
230514,Tadmor,2017,2,4,120,14,81,7,,,,
265399,Godsforge,2019,2,4,40,14,123,6,,,,
172033,Crab Stack,2015,2,4,20,8,175,6,,,,
2174,Coup d'État,1966,3,4,30,10,131,6,,,,
73312,4 Seasons,2010,2,2,15,10,153,6,,,,
162391,Archaeologia,2014,2,4,40,8,101,6,,,,
227935,Wonderland's War,2021,2,5,75,13,64,8,,,,
238700,Lanzeloth,2017,2,6,30,7,90,6,,,,
19145,Disposable Heroes and Coffin For Seven Brothers: Infantry and Vehicle Small Unit Skirmish Wargaming in WWII,2004,2,2,120,12,62,7,,,,
15271,Contrario,2001,2,12,30,13,234,6,,,,
538,Manager,1979,3,6,60,10,131,6,,,,
225981,Penguin Trap,2017,2,4,10,3,286,6,,,,
283077,Warhammer Underworlds: Dreadfane,2019,2,2,45,12,54,8,,,,
2200,Falsche FuFFziger,1994,3,6,90,12,127,6,,,,
257378,East Indiaman,2018,2,4,90,12,89,6,,,,
13077,Wizard's Garden,2004,2,2,45,12,91,7,,,,
15173,Die Insel,2005,2,4,45,10,106,6,,,,
188021,Doughnut Drive-Thru,2015,2,4,30,10,228,6,,,,
2521,Nexus,2001,2,4,20,10,214,6,,,,
155822,Krosmaster Junior,2014,2,4,15,7,279,6,,,,
221661,Patriots & Redcoats,2018,4,10,25,8,116,6,,,,
32048,Bobbin' Bumblebee,2007,2,4,10,3,183,6,,,,
118215,Würfelwurst,2012,2,4,15,8,199,6,,,,
134964,Moonbase Alpha,2012,2,2,90,12,92,6,,,,
209450,Länder toppen!,2016,2,6,45,8,100,6,,,,
246812,Brothers,2018,2,4,15,8,159,6,,,,
286205,18NewEngland,2019,3,5,0,0,55,7,,,,
14186,Bao,0,2,2,40,0,112,6,,,,
1618,French Foreign Legion,1982,2,3,60,10,71,7,,,,
202494,Encounters: Shadowrun,2016,1,8,30,13,169,6,,,,
149746,My Little Pony: Collectible Card Game,2013,2,2,20,10,277,6,,,,
8350,Napoleon at Eylau,1977,1,2,120,12,126,6,,,,
38918,Hooop!,2006,2,4,20,7,261,6,,,,
238026,Greater East Asia Co-Prosperity Sphere: War in Asia and the Pacific,2017,2,2,90,12,64,7,,,,
65516,Ablaze!,2010,1,4,30,10,277,6,,,,
245382,The Way of the Bear,2018,2,4,35,8,136,6,,,,
164917,Bananagrams WildTiles,2014,1,8,15,8,133,6,,,,
20269,Pikemen,1997,2,4,15,8,84,6,,,,
57201,Greedy Kingdoms,2009,2,2,20,10,109,6,,,,
3078,Knockabout,2001,2,3,20,10,95,6,,,,
239930,Tour Operator,2018,2,4,90,8,117,6,,,,
11139,Bloody April: The Battle of Shiloh,,,,,,,,,,,
13359,Leapfrog,2004,1,6,20,7,183,6,,,,
301002,Dream Runners,2020,2,4,40,8,70,7,,,,
2060,Probe,1964,2,4,60,8,757,5,,,,
182510,Ravage: Dungeons of Plunder,2018,1,5,90,14,71,7,,,,
185057,Lock 'n Load Tactical: Heroes Against the Red Star,2017,2,2,240,12,47,8,,,,
8,Lords of Creation,1993,2,5,120,12,201,6,,,,
3771,Palabra,1990,2,6,30,12,179,6,,,,
96061,Jours de Gloire Campagne IV: Allemagne 1813,,,,,,,,,,,
861,Weapons & Warriors:  Castle Combat Set,1993,2,99,30,7,478,5,,,,
289183,Mini-Mutabo,2019,3,6,45,10,47,7,,,,
32226,Liebe & Intrige,2007,2,4,45,10,258,6,,,,
317981,Coyote,2020,3,6,25,10,86,6,,,,
39189,Kawanakajima 1561,2009,1,2,240,0,68,7,,,,
642,Oodles,1992,3,10,20,0,258,6,,,,
2262,Mythology: A Game of Adventure in the Age of Heros,1980,2,10,240,12,121,6,,,,
3403,Rise and Fall,1989,1,6,180,12,134,6,,,,
223201,Attack of the Jelly Monster,2018,3,5,25,8,207,6,,,,
154472,Stalingrad: Verdun on the Volga,2017,2,2,180,12,55,7,,,,
292187,1861/1867,2020,3,6,360,12,45,8,,,,
193818,Basketball Age,2016,2,2,120,12,67,7,,,,
22666,Renaissance,2007,3,6,120,12,102,6,,,,
234949,Oliver Twist,2017,2,4,60,10,103,6,,,,
209809,Hordes Primal Mk III,2016,2,2,90,12,51,7,,,,
10581,Summer Storm: The Battle of Gettysburg,1998,2,2,480,12,75,7,,,,
264452,High Risk,2019,2,4,20,8,208,6,,,,
2857,Jungle Jam,2000,2,10,20,6,229,6,,,,
7240,Vanished Planet,2003,1,6,60,8,481,5,,,,
300367,Boomerang: Europe,2020,2,4,30,10,73,7,,,,
296605,Adventure of D (Second Edition),2020,1,3,75,8,72,7,,,,
40251,Risk: Balance of Power,2008,2,2,60,12,419,5,,,,
7164,Warhammer 40,,,,,,,,,,,
20907,Nature of the Beast: City vs. Suburb,2005,2,4,60,12,113,6,,,,
165046,Slavika: Equinox,2014,2,5,45,10,120,6,,,,
2903,The Hunt for Red October,1988,2,2,60,12,397,5,,,,
190266,Sans Alliés,2016,1,1,60,8,92,6,,,,
124991,Legend: History of 1000 Miglia,2012,1,6,45,14,68,7,,,,
264295,Fabulantica,2018,2,5,25,7,81,7,,,,
268846,Improvement of the POLIS,2017,2,4,60,12,69,7,,,,
189351,Virus,2016,1,6,120,14,265,6,,,,
7950,Chronopia,1997,2,4,90,12,77,7,,,,
301257,Maglev Metro,2021,1,4,90,14,71,7,,,,
142333,Mob Town,2013,2,4,30,8,111,6,,,,
38462,Palago,2008,2,2,15,0,120,6,,,,
159333,Fendo,2014,2,2,45,10,65,7,,,,
315695,Veiled Fate,2021,2,8,90,14,65,7,,,,
12627,Cthulhu 500,2004,3,8,60,13,528,5,,,,
746,The Game of France,,,,,,,,,,,
17125,Ars Mysteriorum,2005,3,5,90,10,148,6,,,,
273976,Talisman: Kingdom Hearts,2019,2,6,90,11,156,6,,,,
31822,Master of Rules,2007,3,5,30,10,398,5,,,,
2698,Frachtexpress,2001,3,4,45,10,149,6,,,,
238012,Semper Fidelis: Bitwa o Lwów 1918-1919,2017,2,2,180,12,65,7,,,,
239877,Wakening Lair,2018,2,6,40,14,93,6,,,,
153870,Green Deal,2014,3,5,90,10,140,6,,,,
72808,Saustall,2010,2,4,45,10,162,6,,,,
177619,Terminator Genisys: The Miniatures Game - The War Against The Machine,2015,2,2,60,0,92,7,,,,
10467,Renegade Legion: Leviathan,1989,2,2,90,10,159,6,,,,
1205,Luxor,2001,2,4,45,9,255,6,,,,
244267,BarBEARian Battlegrounds,2018,2,4,30,8,187,6,,,,
31623,Hannibal Barkas,2007,2,5,180,12,95,7,,,,
87141,ScrumBrawl,2011,2,4,50,13,146,6,,,,
16196,Sword and Sail,2004,2,5,30,12,128,6,,,,
147919,Guiscard,2013,2,4,120,12,59,7,,,,
228142,Tales & Games: Jack & the Beanstalk,2017,2,5,20,7,112,6,,,,
55756,Anno Domini: Europa,2009,2,8,30,10,88,6,,,,
299908,Squire for Hire: Mystic Runes,2020,1,2,25,12,62,7,,,,
288,Rossyïa 1917,1995,2,5,300,0,71,7,,,,
3057,Warp 6,2002,2,3,20,12,128,6,,,,
42057,Utopian Rummy,2009,2,2,30,10,104,6,,,,
290367,Caretos,2020,2,4,60,8,62,7,,,,
416,A to Z,1992,2,4,30,9,230,6,,,,
8679,Days of Decision III,2004,2,8,360,14,71,7,,,,
174231,Badlands: Outpost of Humanity,2017,2,4,120,14,120,6,,,,
181377,The Opulent,2016,1,4,90,16,86,7,,,,
287217,Pirates Under Fire,2019,2,2,35,10,66,7,,,,
1335,Gnadenlos!,2001,3,4,45,10,330,5,,,,
21829,Sherwood,2005,2,4,45,9,179,6,,,,
308565,Roll n Cook,2020,1,99,45,0,69,7,,,,
310610,Sherlock Far West: La Mina Maldita,2020,1,8,60,10,69,7,,,,
174646,Orcs Must Die! The Board Game: Unchained Edition,2016,1,4,150,14,111,6,,,,
38195,Herr der Ziegen,2008,2,5,40,0,192,6,,,,
16142,Geisterwäldchen,2005,2,6,30,5,182,6,,,,
209282,Picassimo,2016,3,6,30,8,140,6,,,,
256956,Exchange,2018,3,6,45,10,83,7,,,,
36903,Squadron Strike!,2008,2,0,120,0,74,7,,,,
231392,Magic: The Gathering - Archenemy: Nicol Bolas,2017,2,4,30,13,83,7,,,,
171708,Holdfast: Korea 1950-51,2015,1,2,120,13,101,6,,,,
164627,Brewin' USA,2015,2,5,60,13,155,6,,,,
202477,Bananagrams Party,2016,2,8,20,10,142,6,,,,
276923,ArtSee,2019,2,5,45,12,130,6,,,,
207883,OutLawed!,2017,2,5,30,10,120,6,,,,
5241,Sinai: The Arab-Israeli Wars - '56,,,,,,,,,,,
298271,Cutterland,2020,2,4,40,10,77,7,,,,
13182,Korsun Pocket: Little Stalingrad on the Dnepr,1979,2,6,6000,12,50,7,,,,
4235,Fulda Gap: The First Battle of the Next War,1977,2,2,300,12,163,6,,,,
168549,Night Clan,2014,2,4,20,8,131,6,,,,
315196,Dungeons & Dragons: Adventure Begins,2020,2,4,0,10,157,6,,,,
5834,Campaign to Stalingrad: Southern Russia 1942,1992,2,2,360,12,81,6,,,,
131616,Nautilus,2012,2,2,25,10,214,6,,,,
14559,Malvern Hill,1999,1,2,240,0,70,7,,,,
30505,Apples to Apples: British Isles Edition,2007,4,10,30,12,112,6,,,,
102159,Champions 2020,2011,2,2,60,11,94,6,,,,
5700,Air Bridge to Victory: Operation Market-Garden,,,,,,,,,,,
40949,Nur die Ziege zählt,2009,3,6,30,8,220,6,,,,
197588,Xibalba,2016,2,4,60,12,158,6,,,,
230731,Forest of Fate,2017,2,6,60,14,160,6,,,,
286980,School of Sorcery,2020,2,2,40,14,98,6,,,,
242312,Montélimar: Anvil of Fate,2018,1,4,3000,0,51,8,,,,
18297,Experiment,2006,3,6,30,8,258,6,,,,
1352,Bali,2001,3,4,60,12,241,6,,,,
188908,Jewels,2016,2,5,60,8,137,6,,,,
177099,Great Scott!,2016,3,5,45,11,94,6,,,,
9616,Horus,2008,2,4,60,10,428,5,,,,
484,Stratego Legends,1999,2,8,60,8,722,5,,,,
2105,Sopwith,1978,2,6,60,8,117,6,,,,
2265,Ultimate Stratego,1997,2,4,30,10,370,5,,,,
5183,Austerlitz,1993,1,4,360,12,126,6,,,,
122701,Monolith: The Strategy Game,2013,1,4,30,8,182,6,,,,
260465,Across The Narva: The Soviet Assault on Estonia,,,,,,,,,,,
10168,Citadel: The Battle of Dien Bien Phu,1977,2,2,360,12,62,7,,,,
259005,Farben,2018,3,5,75,10,139,6,,,,
244948,Brains Family: Burgen & Drachen,2018,2,4,30,8,150,6,,,,
2444,Carrier Strike!,1977,2,4,45,8,277,6,,,,
140986,Viagem no Tempo,2013,3,5,60,12,87,7,,,,
293925,2GM Pacific,2020,1,4,90,12,64,8,,,,
235360,TOKYO JUTAKU,2018,1,8,45,14,170,6,,,,
158122,Migration: Book II - A Saga of Conflict,2014,2,4,30,12,82,7,,,,
101644,Bushido,2011,2,2,90,0,62,8,,,,
150831,Cuba: The Splendid Little War,2013,2,2,120,13,68,7,,,,
140865,Agent Hunter,2013,2,2,15,12,836,5,,,,
50719,RisiKo! Prestige,1998,3,6,90,14,193,6,,,,
38361,Borodino 20,2008,2,2,70,0,70,7,,,,
316632,La Marche du Crabe,2020,2,2,15,8,51,7,,,,
268098,Warhammer: The Game of Fantasy Battles (7th Edition),2006,2,2,360,12,55,7,,,,
34238,Risk: Black Ops,2008,3,5,60,12,91,6,,,,
1891,Portal,1997,2,2,30,13,258,6,,,,
8843,Jun-06,1999,2,2,240,12,105,6,,,,
177861,Paths to Hell,2016,1,2,180,0,60,8,,,,
132456,18Ruhr,2012,3,6,300,0,49,7,,,,
5736,Ace of Aces: Balloon Buster,1985,2,2,20,10,176,6,,,,
207899,Knights Club: The Bands of Bravery,2016,1,1,0,6,98,6,,,,
6121,Tablut,1700,2,2,45,8,180,6,,,,
4918,Great War at Sea: U.S. Navy Plan Orange,1998,2,4,120,12,111,6,,,,
6548,Heartthrob,1988,2,6,30,10,83,7,,,,
56690,Multiplayer Pentago,2009,2,4,30,6,162,6,,,,
4659,Moods,2000,3,8,20,18,407,5,,,,
206686,Fanhunter: Urban Warfare,2017,2,2,45,14,82,7,,,,
223767,Galactic Warlords: Battle for Dominion,2018,1,4,90,8,81,7,,,,
189160,Top That!,2016,2,4,15,6,233,6,,,,
184648,The Exiled: Siege,2016,1,5,120,14,159,6,,,,
217338,Mistkäfer,2017,2,4,20,8,134,6,,,,
221977,Badass Riders,2017,2,8,40,12,162,6,,,,
263938,Paupers' Ladder,2019,2,4,90,14,97,7,,,,
212807,Backpacks & Blisters (Second Edition),2017,1,6,60,14,90,6,,,,
257305,SHASN,2021,3,5,120,12,89,8,,,,
247950,Campaigns of 1777,2019,2,2,0,0,58,7,,,,
24764,Monopoly: The Mega Edition,2006,2,8,90,8,436,6,,,,
220368,Sword Art Online Board Game: Sword of Fellows,2017,1,4,30,10,190,6,,,,
179929,JurassAttack!,2015,2,2,15,8,149,6,,,,
161886,1879: US Pacific Northwest,2014,3,5,150,12,82,6,,,,
28567,I Don't Know,,,,,,,,,,,
1860,Dragon Dice,1995,2,4,30,10,1077,5,,,,
248567,Star Trek: Galactic Enterprises,2018,3,8,45,14,100,6,,,,
215058,Sonhando com Alice,2016,2,5,90,10,62,7,,,,
292907,The Deadlies,2020,3,5,30,10,62,7,,,,
161290,Space Movers 2201,2015,2,7,60,13,122,6,,,,
125022,Stratopolis,2012,2,2,20,8,98,6,,,,
125854,Mars Needs Mechanics,2013,2,4,45,10,367,5,,,,
272,Downtown,1996,3,6,60,12,145,6,,,,
255272,Libraria,2018,2,2,10,7,87,6,,,,
13218,Austerlitz 1805: Partie Sud,2004,2,2,60,12,63,7,,,,
154,Union vs. Central,1999,2,2,360,12,99,6,,,,
143487,In Her Majesty's Name: Steampunk Skirmish Wargaming Rules,2013,2,0,180,0,67,7,,,,
20253,Diaballik,2004,2,2,20,8,127,6,,,,
60228,Race for Berlin: The Final Struggle,2010,2,2,180,0,94,7,,,,
1319,Magic Hill,2001,2,5,30,8,302,5,,,,
374,Colorado County,1998,2,4,60,10,177,6,,,,
68186,Toe-to-Toe Nu'klr Combat with the Rooskies,2010,1,1,15,13,141,6,,,,
326624,Warhammer Underworlds: Direchasm,2020,2,2,60,12,39,8,,,,
4375,Krone & Schwert,2002,2,5,60,10,282,6,,,,
2248,Leverage,1977,2,2,30,10,190,6,,,,
294294,Letterpress,2020,1,6,20,14,76,7,,,,
245876,Miraris,2017,3,6,20,8,70,7,,,,
156101,Dark Age Z,2015,2,5,90,12,71,7,,,,
265947,Jours de Gloire: Battle of Issy,,,,,,,,,,,
167404,Warsaw Rising Up 1945-1980,2016,2,5,120,10,94,6,,,,
154526,Payoff Pitch Baseball,2013,1,2,25,10,55,8,,,,
7590,Seastrike,1974,1,2,60,12,72,7,,,,
182064,Nantucket,2016,2,2,20,13,214,6,,,,
92759,Russian Civil War 1918-1922 (Second Edition),2011,1,6,240,12,66,7,,,,
230424,Crisis at Steamfall,2019,1,4,120,13,148,6,,,,
75890,Spartacus Imperator,2011,1,2,90,10,66,7,,,,
257834,Ramen,2018,2,5,30,8,113,6,,,,
24051,Fowl Play!,2006,2,4,60,10,209,6,,,,
9297,Oh,,,,,,,,,,,
174556,Blücher,2015,2,4,180,10,50,8,,,,
122599,Winter Tales,2012,3,7,90,14,575,5,,,,
191065,Castle Flutterstone,2016,2,4,25,6,147,6,,,,
254632,Hyperspace,2021,2,6,150,14,66,7,,,,
178361,Waka Tanka,2016,3,6,30,8,184,6,,,,
93895,Dwarf King's Hold: Dead Rising,2011,2,2,45,10,100,6,,,,
293556,Gloomy Graves,2020,2,4,45,14,97,6,,,,
179804,Zpocalypse 2: Defend the Burbs,2017,2,5,720,14,85,7,,,,
19048,The Nacho Incident,2005,2,4,45,10,245,5,,,,
195547,LOAD: League of Ancient Defenders,2016,2,6,180,13,318,6,,,,
3000,1806: Rossbach Avenged,1998,2,4,120,12,89,6,,,,
180211,Apollo XIII,2015,2,5,75,13,161,6,,,,
142551,Titans Tactics,2013,2,2,30,13,118,6,,,,
175121,Adventure Time Card Wars: Ice King vs. Marceline,2015,2,2,30,10,135,6,,,,
108737,Air Show,2011,2,5,90,14,107,6,,,,
188530,Eye My Favorite Things,2015,3,6,30,12,68,7,,,,
253149,Wok Star (3rd Edition),2018,2,4,60,10,124,6,,,,
68876,Boots on the Ground,2010,1,3,60,10,161,6,,,,
235113,30 Seconds: Everyday Life,2017,3,28,30,12,76,7,,,,
244153,Your Town,2016,1,1,150,10,133,6,,,,
172484,Bestiary of Sigillum,2014,2,2,80,14,80,7,,,,
12501,The Franco-Prussian War,1992,2,2,600,12,103,6,,,,
232166,Frostgrave: Ghost Archipelago,2017,2,0,0,0,53,8,,,,
250878,Rebel Nox,2018,4,6,30,12,135,6,,,,
10022,La Révolution française: La patrie en danger 1791-1795,1995,4,6,180,10,71,7,,,,
260264,Glyph Chess,2018,2,2,60,8,53,7,,,,
6282,Azhanti High Lightning,1980,2,16,60,10,162,6,,,,
194986,Deep Future,2016,1,3,90,0,55,7,,,,
6914,Beda Fomm,1979,2,2,120,12,94,6,,,,
65582,Regatta,2010,2,4,20,5,242,6,,,,
12325,Perpetual Commotion,2003,2,6,45,13,170,6,,,,
167580,Montmirail and Vauchamps 1814,2014,2,2,240,0,42,8,,,,
124706,Guts of Glory,2012,2,4,30,8,166,6,,,,
241829,Movie Empire,2020,1,4,120,14,99,6,,,,
234292,13 Ghosts,2017,2,4,20,8,182,6,,,,
180644,3 Kings,2015,3,8,90,14,101,6,,,,
32995,Saigo no Kane,2008,2,4,60,12,128,6,,,,
2343,Electronic Talking Mystery Mansion,1995,2,4,45,8,176,6,,,,
19653,Helden in der Unterwelt,2005,1,4,90,10,124,6,,,,
25768,Long Live the King,2006,5,30,240,12,131,6,,,,
206463,Gads Hill 1874,2016,2,4,60,10,97,6,,,,
20233,Marquis,2005,2,4,45,10,161,6,,,,
261831,Avocado Smash!,2018,2,99,10,6,207,6,,,,
60316,Numeri,1998,2,4,30,7,325,5,,,,
245704,Anchors Aweigh!,2018,2,4,30,7,129,6,,,,
181331,Qwingo,2015,2,5,20,8,200,6,,,,
3152,Star Wars: Starfighter Battle Book,1989,2,2,10,10,119,6,,,,
66896,American Carrom,1892,2,4,60,8,144,6,,,,
41624,Osmanli Harbi: The Ottoman Fronts - 1914 to 1918,2009,2,2,360,12,61,7,,,,
268252,Colorful,2019,2,6,15,14,64,7,,,,
1294,Clue,1949,2,6,45,8,17534,5,,,,
6240,The Crusades: Western Invasions of the Holy Land,1978,2,8,240,12,168,6,,,,
91425,Map It! World Edition,2011,2,6,20,10,169,6,,,,
188825,Airfix Battles: The Introductory Wargame,2016,1,4,60,10,90,7,,,,
57349,Vampires of the Night,2009,2,4,20,6,164,6,,,,
177062,Tank on Tank: East Front,2015,1,2,45,10,73,7,,,,
218503,Wartime: The Battle of Valyance Vale,2017,2,2,30,14,72,7,,,,
158916,TAJ,2015,2,4,10,10,239,6,,,,
12604,Box of Golf: A Classic Golf Board Game,2003,1,4,90,8,141,6,,,,
36598,Impetus,2008,2,2,90,0,62,7,,,,
23658,Fiery Dragons,2006,2,4,15,5,192,6,,,,
198,Buried Treasure,1992,2,4,30,10,235,6,,,,
19074,Ostia,2005,3,5,60,12,495,5,,,,
314395,Pocket Detective №2,2020,1,6,60,10,70,7,,,,
180050,Star Wars Death Star Perplexus,2015,1,1,0,8,59,7,,,,
56886,By Fire and Sword,2009,2,2,60,10,52,8,,,,
1881,Atmosfear: The Harbingers,1995,3,6,60,12,492,5,,,,
285232,Gladius,2021,2,5,30,13,79,8,,,,
3183,Car Wars (Fifth Edition),2002,2,2,60,12,228,6,,,,
177976,Cunning Folk,2015,2,4,15,8,128,6,,,,
43393,Cubiko,2009,2,4,10,6,118,6,,,,
75674,Julian: Triumph Before the Storm,2010,1,2,240,12,61,7,,,,
2902,Twilight Imperium: Armada,2001,2,6,45,12,109,6,,,,
23375,HeroCard: Rise of the Shogun,2006,2,2,60,12,169,6,,,,
293579,Totemic,2020,1,2,30,14,84,6,,,,
179794,Me Want Cookies!,2015,2,5,10,5,234,6,,,,
15238,International Cricket,1985,1,2,120,12,46,8,,,,
3618,The World at War,1990,2,5,180,12,169,6,,,,
145549,Islands of the Damned: Wake Island and Peleliu,2015,1,1,180,14,61,7,,,,
202513,BattleGoats,2016,2,6,30,9,73,7,,,,
211450,Take That,2016,2,4,20,8,201,6,,,,
224119,21 Days,2017,1,4,45,10,169,6,,,,
274429,The Queen of Hansa,2019,2,4,45,8,69,7,,,,
269917,Bahamas,2019,4,8,45,10,153,6,,,,
243435,Verflucht!,2018,1,5,15,10,260,6,,,,
2078,Aegean Strike: Land,,,,,,,,,,,
3084,Buccaneer,1938,2,6,90,8,331,5,,,,
321539,A Game of Cat & Mouth,2020,2,2,10,7,65,7,,,,
1919,D-Day (3rd edition),1977,2,2,180,12,390,5,,,,
7849,Introduction to Advanced Dungeons & Dragons,1995,2,7,120,12,85,7,,,,
18724,Forged in Fire: The 1862 Peninsula Campaign,2006,2,2,180,12,74,6,,,,
125675,Doctor Who: The Card Game,2012,2,4,60,13,821,5,,,,
194577,Tara Wolf in Valley of the Kings,2016,2,2,30,12,160,6,,,,
17022,Saganami Island Tactical Simulator,2005,2,8,120,12,97,6,,,,
23657,Ahoy Treasures!,2006,2,4,20,5,99,6,,,,
172166,Lumis: Der Pfad des Feuers,2015,2,4,30,10,124,6,,,,
243752,Dam It!,2018,2,4,20,8,100,6,,,,
256701,Fluff,2018,2,4,30,8,104,6,,,,
282774,Bleeding Kansas,2019,2,2,180,14,44,7,,,,
8317,The Sands of War,1991,2,2,120,12,111,6,,,,
240094,Maki Stack,2018,2,6,15,7,206,6,,,,
62809,Jump Gate,2010,2,6,45,12,173,6,,,,
1321,Catch the Match,1995,2,8,15,5,180,6,,,,
12252,Clash Along the Psel: The Battle of Kursk 1943,2004,2,2,120,14,47,8,,,,
12736,The Battle for Dresden 1813,1995,2,2,300,12,73,7,,,,
193912,End of the Line,2016,3,5,80,13,94,7,,,,
306257,18 Los Angeles,2020,2,5,240,0,77,6,,,,
69318,Perpetual-Motion Machine,2010,2,4,45,8,216,6,,,,
192288,Kido Butai: Japan's Carriers at Midway,2016,1,1,90,12,70,7,,,,
50764,Black Cross / Blue Sky,2010,1,6,60,10,73,7,,,,
192891,Daimyo's Fall,2018,1,5,60,14,79,7,,,,
2087,Magic Dance,1988,3,6,45,8,477,5,,,,
145553,Asgard's Chosen,2013,1,4,90,12,203,6,,,,
42748,1812: The Cradle of Steam Railways,2011,2,4,180,12,64,7,,,,
5503,TimeTripper,1980,1,4,45,12,199,6,,,,
116981,Star Wars: Battle of Hoth,2012,2,4,15,8,244,5,,,,
174991,JunKing,2015,2,6,60,7,145,6,,,,
274072,Omen: Heir to the Dunes,2020,1,2,30,14,55,7,,,,
122435,Mobile Frame Zero: Rapid Attack,2012,2,5,150,10,64,7,,,,
5058,Operation Crusader,1978,2,2,300,0,71,7,,,,
231876,Race for the Chinese Zodiac,2019,3,5,70,8,104,6,,,,
242705,Aeon Trespass: Odyssey,2021,1,4,90,12,64,8,,,,
124838,Maurice: War in an Age of Gentlemen and Philosophers - 1690-1790,2012,2,4,180,12,45,8,,,,
275044,Glow,2021,2,4,45,10,59,7,,,,
156458,RoboRama,2014,2,4,45,8,131,6,,,,
174517,Versailles,2015,3,4,45,15,79,7,,,,
88950,Palenque,2011,2,6,60,10,183,6,,,,
26474,Cold War Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations,,,,,,,,,,,
1635,Demonlord,1981,2,2,90,10,97,6,,,,
10186,JENA!,1996,2,3,300,12,106,6,,,,
10445,Duel Masters Trading Card Game,2004,2,4,30,10,219,6,,,,
959,Luftschiff,1996,1,2,60,12,74,7,,,,
141428,Pass the Pandas,2014,2,5,10,6,168,6,,,,
138589,Axis & Allies Air Force Miniatures: Bandits High,2013,2,6,90,10,71,7,,,,
15047,Trivial Pursuit DVD: Star Wars Saga Edition,2005,2,6,90,10,385,5,,,,
147889,Dig Mars,2013,2,4,30,8,208,6,,,,
300085,Cupcake Academy,2020,2,4,10,8,78,7,,,,
16792,Second World War at Sea: Strike South,2005,2,2,120,12,75,7,,,,
161923,Switching Tracks,2015,2,5,60,10,104,6,,,,
148007,A Spoiled Victory: Dunkirk 1940,2014,1,1,60,0,57,7,,,,
233033,Snowbirds,2017,1,1,15,12,69,7,,,,
280107,Kami,2019,2,4,20,8,159,6,,,,
299963,Der Perfekte Moment,2020,2,4,90,10,67,7,,,,
227502,Medieval,2018,1,6,180,12,111,6,,,,
164760,Goblin's Breakfast,2015,2,6,15,8,130,6,,,,
285535,5er Finden,2019,1,4,20,7,94,6,,,,
289916,T-Rex's Holiday,2019,2,8,20,8,89,6,,,,
216630,Traveller Customizable Card Game: Two Player Starter Set,2017,1,4,30,12,86,7,,,,
243636,Immortal 8,2018,3,6,60,14,68,7,,,,
29860,Bataan!,2010,1,2,1200,12,60,7,,,,
236108,Intelle,2017,2,2,15,10,75,7,,,,
262198,Sea Evil,2018,2,11,120,17,40,8,,,,
1081,Die Schlacht der Dinosaurier,1993,2,4,60,10,154,6,,,,
43136,Chunky Fighters,2009,2,99,10,6,199,6,,,,
199790,Encantados,2016,2,6,60,10,81,7,,,,
8690,Buzzword,2003,4,12,45,10,627,5,,,,
4357,Aspern-Essling: Napoleon on the Danube,,,,,,,,,,,
142205,Ronin: Skirmish Wargames in the Age of the Samurai,2013,2,2,0,12,72,7,,,,
3275,Imperator,2002,2,2,480,12,69,7,,,,
2226,Greyhounds,1985,3,4,90,14,132,6,,,,
284,Lords of the Sierra Madre (Second Edition),1995,2,8,240,14,142,6,,,,
180650,Goths Save The Queen,2016,2,4,20,8,191,6,,,,
2920,Highway to the Kremlin: Napoleon's March on Moscow,2001,2,4,180,12,59,7,,,,
228425,Kaiju Crush,2017,2,4,45,10,153,6,,,,
153510,Xalapa,2014,1,6,30,8,103,6,,,,
245629,Atlantica,2018,2,5,35,8,74,7,,,,
119265,Hospital Rush,2014,3,5,60,10,280,5,,,,
287952,Unstable Unicorns: NSFW Base Game,2019,2,8,45,21,113,6,,,,
40800,Miss Poutine,2009,4,8,15,8,176,6,,,,
285133,Hacienda (Second Edition),2019,2,5,90,10,71,7,,,,
2412,Word Thief,1994,2,4,45,9,218,6,,,,
5038,Druid: Boudicca's Rebellion,,,,,,,,,,,
42101,All Things Zombie: Better Dead Than Zed!,2009,1,8,45,12,70,7,,,,
251364,Pacific Victory: Pacific Theater of WW2 - Second Edition,2018,2,2,300,12,54,7,,,,
132407,Stone & Relic,2013,2,4,30,0,123,6,,,,
179723,Dino Twist,2015,2,6,20,7,131,6,,,,
180785,Mighty Monsters,2016,3,6,35,8,317,5,,,,
