ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics
267319,Roam,2019,2,4,45,8,1512,7,,,,
2338,Starship Catan,2001,2,2,60,12,4293,6,,,,
21441,Mykerinos,2006,2,4,60,10,3860,6,,,,
826,Cartagena,2000,2,5,45,8,7482,6,,,,
106,Mystery Rummy: Jack the Ripper,1998,2,4,45,10,3317,6,,,,
300531,Paleo,2020,1,4,60,10,1094,8,,,,
159503,The Captain Is Dead,2014,2,7,90,14,2435,7,,,,
284818,Caylus 1303,2019,2,5,90,12,1318,7,,,,
261114,Men at Work,2019,2,5,45,8,1858,7,,,,
117985,Star Trek: Catan,2012,3,4,75,10,3257,7,,,,
192074,Odin's Ravens (Second Edition),2016,2,2,30,10,2673,7,,,,
163413,Murano,2014,2,4,75,10,1898,7,,,,
205716,New Angeles,2016,4,6,240,14,2508,7,,,,
150312,Welcome to the Dungeon,2013,2,4,30,10,11728,6,,,,
215841,Exit: The Game - The Forgotten Island,2017,1,4,90,12,2736,7,,,,
39684,Merkator,2010,1,4,90,12,2535,7,,,,
149155,Dead Man's Draw,2015,2,4,15,13,4464,6,,,,
179460,Stronghold: 2nd edition,2015,2,2,90,10,1448,7,,,,
172385,Porta Nigra,2015,2,4,120,12,1977,7,,,,
10640,Doom: The Boardgame,2004,2,4,180,12,5038,6,,,,
72991,Asara,2010,2,4,45,9,2651,7,,,,
134453,The Little Prince: Make Me a Planet,2013,2,5,25,8,3463,6,,,,
1897,The Starfarers of Catan,1999,3,4,120,12,5036,6,,,,
166226,The Staufer Dynasty,2014,2,5,90,13,2104,7,,,,
183006,Qwinto,2015,2,6,15,8,2495,7,,,,
33604,Say Anything,2008,3,8,30,13,5596,6,,,,
83195,Ghost Blitz,2010,2,8,20,8,6882,6,,,,
127024,Room 25,2013,1,6,30,13,5854,6,,,,
256589,Rallyman: GT,2020,1,6,60,14,1910,7,,,,
2842,TransAmerica,2001,2,6,30,13,7696,6,,,,
226518,Exit: The Game - The Sunken Treasure,2017,1,4,90,10,2258,7,,,,
303057,Pan Am,2020,2,4,60,12,1183,7,,,,
241266,Little Town,2017,2,4,60,10,1875,7,,,,
15,Cosmic Encounter,1977,2,6,90,12,3858,6,,,,
63268,Spot it!,2009,2,8,15,7,12891,6,,,,
238638,Castell,2018,2,4,90,12,1414,7,,,,
7805,Fearsome Floors,2003,2,7,60,10,7548,6,,,,
271869,Sushi Roll,2019,2,5,20,8,2141,7,,,,
29934,Amyitis,2007,2,4,120,12,2942,6,,,,
206803,Warsaw: City of Ruins,2016,2,4,60,10,1649,7,,,,
142992,Gravwell: Escape from the 9th Dimension,2013,1,4,35,12,3305,6,,,,
878,Wyatt Earp,2001,2,4,45,8,3892,6,,,,
37919,Ascending Empires,2011,2,4,75,10,1999,7,,,,
159504,Folklore: The Affliction,2017,1,5,120,14,1469,7,,,,
318977,MicroMacro: Crime City,2020,1,4,45,10,968,8,,,,
75165,De Vulgari Eloquentia,2010,2,5,120,14,1872,7,,,,
212516,Keyper,2017,2,4,120,14,1627,7,,,,
175223,Valley of the Kings: Afterlife,2015,1,4,45,14,1752,7,,,,
394,Kahuna,1998,2,2,40,10,8425,6,,,,
239472,Abomination: The Heir of Frankenstein,2019,2,4,180,13,1431,7,,,,
215842,Exit: The Game - The Polar Station,2017,1,4,90,12,2848,6,,,,
22038,Warrior Knights,2006,2,6,240,12,3830,6,,,,
273477,Obscurio,2019,2,8,40,10,1804,7,,,,
179572,Dice City,2015,1,4,60,14,4556,6,,,,
243759,Hellboy: The Board Game,2019,1,4,90,14,1257,8,,,,
217085,Unearth,2017,2,4,60,8,3727,6,,,,
120523,Nothing Personal,2013,3,5,120,8,2244,7,,,,
176229,Tides of Time,2015,2,2,20,8,6690,6,,,,
129051,Le Havre: The Inland Port,2012,2,2,30,10,3355,6,,,,
902,Meuterer,2000,3,4,60,12,3224,6,,,,
232988,The Castles of Burgundy: The Dice Game,2017,1,5,30,10,2985,6,,,,
196202,Rum & Bones: Second Tide,2017,2,6,60,14,1257,7,,,,
213266,Circle the Wagons,2017,2,2,15,8,1942,7,,,,
66,Löwenherz,1997,2,4,90,12,2425,7,,,,
142852,DC Comics Deck-Building Game: Heroes Unite,2014,2,5,45,15,1705,7,,,,
109125,Wallenstein (Second Edition),2012,3,5,120,12,1226,7,,,,
5716,Balloon Cup,2003,2,2,30,8,5752,6,,,,
19999,Aton,2005,2,2,30,8,3355,6,,,,
1231,Bausack,1987,2,8,45,7,3867,6,,,,
256788,Detective Club,2018,4,8,45,8,1555,7,,,,
3284,Star Wars: Epic Duels,2002,2,6,30,8,3108,7,,,,
492,Aladdin's Dragons,2000,3,5,90,10,3098,6,,,,
113401,Timeline: Events,2011,2,8,15,8,4208,6,,,,
139030,Mascarade,2013,2,13,30,10,9222,6,,,,
256606,Spirits of the Wild,2018,2,2,30,10,1596,7,,,,
169794,Haspelknecht,2015,2,4,90,12,1706,7,,,,
167513,Barony,2015,2,4,45,14,2344,7,,,,
199,Manhattan,1994,2,4,45,10,4940,6,,,,
16496,Roma,2005,2,2,45,8,4459,6,,,,
191597,Dale of Merchants 2,2016,2,4,30,10,1621,7,,,,
19237,Ca$h 'n Gun$,2005,4,6,30,10,9770,6,,,,
224821,One Deck Dungeon: Forest of Shadows,2017,1,2,45,14,1972,7,,,,
138431,Galaxy Defenders,2014,1,5,120,12,1583,7,,,,
280794,Etherfields,2020,1,4,180,12,1138,8,,,,
20542,Advanced Squad Leader: Starter Kit #3,2007,2,2,180,12,1007,8,,,,
43022,Yomi,2011,2,2,30,10,2870,6,,,,
301880,Raiders of Scythia,2020,1,4,80,12,901,8,,,,
129736,Cockroach Poker Royal,2012,2,6,25,8,2349,7,,,,
2122,Vampire: The Eternal Struggle,1994,2,5,120,13,2269,7,,,,
181810,Kodama: The Tree Spirits,2016,2,5,30,14,4906,6,,,,
9446,Blue Moon,2004,2,2,30,12,5504,6,,,,
231218,Black Sonata,2017,1,1,30,12,1312,7,,,,
94362,Rune Age,2011,2,4,60,13,4194,6,,,,
269595,Copenhagen,2019,2,4,40,8,1948,7,,,,
47055,High Frontier,2010,2,5,180,12,1516,7,,,,
3072,Necromunda,1995,2,4,30,12,1824,7,,,,
144041,Patchistory,2013,2,4,120,12,2024,7,,,,
188547,Maximum Apocalypse,2018,1,6,90,13,1456,7,,,,
202077,Deep Madness,2018,1,6,120,16,1496,7,,,,
256999,Project: ELITE,2020,1,6,60,14,857,8,,,,
228328,Rurik: Dawn of Kiev,2019,1,4,120,13,1133,7,,,,
253214,Escape Tales: The Awakening,2018,1,4,300,12,1816,7,,,,
116,Guillotine,1998,2,5,30,12,19386,6,,,,
196,Kremlin,1986,3,6,75,12,2792,6,,,,
24417,Factory Fun,2006,2,5,45,10,3405,6,,,,
42487,Lost Cities: The Board Game,2008,2,4,60,8,3861,6,,,,
194690,Viral,2017,2,5,90,12,2509,7,,,,
6411,Blokus 3D,2003,2,4,20,7,3820,6,,,,
98527,Gloom of Kilforth: A Fantasy Quest Game,2017,1,4,180,13,1444,7,,,,
228855,Set a Watch,2019,1,4,80,13,1742,7,,,,
101785,D-Day Dice,2012,1,4,45,14,3431,6,,,,
71836,Onirim,2010,1,2,15,8,5787,6,,,,
55829,Axis & Allies Pacific 1940,2009,2,4,360,12,1634,7,,,,
254591,Heroes of Terrinoth,2018,1,4,60,14,1695,7,,,,
1403,Turn the Tide,1997,3,5,30,10,4008,6,,,,
423,1856: Railroading in Upper Canada from 1856,1995,3,6,300,14,1244,7,,,,
233571,Star Wars: Legion,2018,2,2,180,14,1130,8,,,,
172220,Dungeons & Dragons: Temple of Elemental Evil Board Game,2015,1,5,60,14,1708,7,,,,
200057,Pioneer Days,2017,2,4,60,14,1558,7,,,,
276498,Paris: La Cité de la Lumière,2019,2,2,30,8,1336,7,,,,
94104,Omen: A Reign of War,2011,2,2,30,12,1467,7,,,,
148943,Coup: Rebellion G54,2014,3,6,15,14,2459,7,,,,
13780,In the Shadow of the Emperor,2004,2,4,90,12,2867,6,,,,
167270,Medina (Second Edition),2014,2,4,60,10,1657,7,,,,
24827,Traders of Osaka,2006,2,4,30,12,3214,6,,,,
172381,My Village,2015,2,4,90,12,2495,6,,,,
624,Quoridor,1997,2,4,15,8,6393,6,,,,
229491,Edge of Darkness,2019,1,4,120,14,1320,7,,,,
283393,Aquatica,2019,1,4,60,12,1370,7,,,,
7480,Sword of Rome,2004,2,5,360,12,1556,7,,,,
122294,Ascension: Immortal Heroes,2012,1,2,30,13,1513,7,,,,
156714,Doomtown: Reloaded,2014,2,4,30,12,2165,7,,,,
481,Carolus Magnus,2000,2,4,60,12,3406,6,,,,
21550,Blokus Trigon,2006,2,4,20,7,2915,6,,,,
195544,Tides of Madness,2016,2,2,20,10,3336,6,,,,
166571,Tramways,2016,1,5,120,14,1318,7,,,,
594,Sleuth,1971,3,7,45,10,2735,6,,,,
152,Mü & More,1995,2,8,60,11,1836,7,,,,
131325,Timeline: Diversity,2012,2,8,15,8,3790,6,,,,
106662,Power Grid: The First Sparks,2011,2,6,60,12,3401,6,,,,
226501,Dragonfire,2017,2,6,90,13,2067,7,,,,
125548,Pixel Tactics,2012,2,2,30,12,2983,6,,,,
13884,The Scepter of Zavandor,2004,2,6,90,10,2482,6,,,,
191894,Imagine,2015,3,8,30,12,2912,6,,,,
163474,V-Commandos,2016,1,4,180,12,1249,7,,,,
18745,Sun Tzu,2005,2,2,30,10,2148,7,,,,
38862,Giants,2008,3,5,90,10,2425,6,,,,
58936,Wars of the Roses: Lancaster vs. York,2010,2,4,180,13,1448,7,,,,
1915,Middle-earth,1995,1,5,90,12,1863,7,,,,
199383,Calimala,2017,3,5,75,10,1704,7,,,,
96007,The New Era,2011,2,5,60,10,1265,7,,,,
166857,Antike II,2014,3,6,120,13,1282,7,,,,
92319,Olympos,2011,2,5,90,10,2555,6,,,,
194626,Happy Salmon,2016,3,6,2,6,4043,6,,,,
205418,Agricola: Family Edition,2016,1,4,45,8,1986,7,,,,
34194,Aquaretto,2008,2,5,45,10,2447,6,,,,
131111,Codex: Card-Time Strategy - Deluxe Set,2016,2,5,45,13,967,8,,,,
204505,Museum,2019,2,4,60,12,1760,7,,,,
57925,Havana,2009,2,4,45,10,2973,6,,,,
246663,NEOM,2018,1,5,45,10,1408,7,,,,
115,I'm the Boss!,1994,3,6,60,12,3531,6,,,,
168,Empire Builder,1982,2,6,180,12,2848,6,,,,
38343,Ad Astra,2009,3,5,60,13,2864,6,,,,
131366,Eight-Minute Empire,2012,2,5,20,13,7576,6,,,,
170604,Renegade,2018,1,5,90,14,1023,7,,,,
216201,Robo Rally,2016,2,6,120,12,2282,7,,,,
15818,Pickomino,2005,2,7,20,8,9003,6,,,,
254018,Solenia,2018,1,4,45,10,1883,7,,,,
143986,CV,2013,2,4,60,10,5838,6,,,,
181524,Masmorra: Dungeons of Arcadia,2017,1,5,90,14,2411,7,,,,
26,Age of Renaissance,1996,3,6,300,12,2127,7,,,,
171662,Neanderthal,2015,1,3,120,14,1420,7,,,,
242,Junta,1978,2,7,240,16,5397,6,,,,
61487,Unconditional Surrender! World War 2 in Europe,2014,2,3,3000,14,825,8,,,,
204,Stephenson's Rocket,1999,2,4,60,12,2609,6,,,,
290359,Undaunted: North Africa,2020,2,2,60,14,860,8,,,,
22,Magic Realm,1979,1,16,240,12,1979,7,,,,
165950,Beasty Bar,2014,2,4,20,8,3229,6,,,,
438,Scotland Yard,1983,3,6,45,10,14330,6,,,,
143175,Kashgar: Merchants of the Silk Road,2013,2,4,45,12,1834,7,,,,
22484,Ingenious: Travel Edition,2006,2,2,30,10,1917,7,,,,
55697,Power Struggle,2009,3,5,105,12,2214,6,,,,
244918,Exit: The Game - The Mysterious Museum,2018,1,4,90,10,1564,7,,,,
192860,Oceanos,2016,2,5,45,8,2899,6,,,,
205317,DOOM: The Board Game,2016,2,5,180,14,1571,7,,,,
3955,BANG!,2002,4,7,40,10,26461,6,,,,
40270,Call of Cthulhu: The Card Game,2008,2,2,30,13,2934,6,,,,
1568,Space Crusade,1990,2,4,120,10,2713,7,,,,
41933,Arctic Scavengers,2009,2,5,60,12,2951,6,,,,
30658,Rise of Empires,2009,2,5,180,12,2018,7,,,,
2081,The Civil War 1861-1865,1983,2,2,1200,12,1162,7,,,,
123607,Puzzle Strike (Third Edition),2012,2,4,20,10,1736,7,,,,
300877,New York Zoo,2020,1,5,60,10,1417,7,,,,
34297,The Climbers,2008,2,5,45,8,2799,6,,,,
223740,Bargain Quest,2017,2,6,60,8,2279,7,,,,
245476,CuBirds,2018,2,5,20,8,1880,7,,,,
123499,City of Iron,2013,2,4,120,13,1631,7,,,,
2397,Backgammon,-3000,2,2,30,8,11680,6,,,,
201,The Rose King,1992,2,4,30,10,3158,6,,,,
148951,Tiny Epic Kingdoms,2014,2,5,45,13,7048,6,,,,
193308,Spyfall 2,2016,3,12,15,13,2268,6,,,,
264982,Coloma,2019,1,6,90,13,1278,7,,,,
103185,Walnut Grove,2011,1,4,60,10,2154,6,,,,
38863,Hab & Gut,2008,3,5,45,10,1873,7,,,,
1499,World in Flames,1985,2,7,6000,12,1338,7,,,,
291508,Tiny Epic Dinosaurs,2020,1,4,60,14,1260,7,,,,
233961,Claim,2017,2,2,25,10,2221,7,,,,
12761,Ys,2004,2,4,90,12,2489,6,,,,
26457,Successors (Third Edition),2008,2,4,300,12,1191,7,,,,
22877,Fields of Fire,2008,1,1,300,12,1075,7,,,,
3228,Pueblo,2002,2,4,60,10,2394,6,,,,
3800,Himalaya,2002,3,4,60,8,2120,7,,,,
2065,Shogi,1587,2,2,60,8,1544,7,,,,
116954,Indigo,2012,2,4,30,8,2907,6,,,,
2987,Pirate's Cove,2002,3,5,90,8,7945,6,,,,
245422,Werewords Deluxe Edition,2018,2,20,10,8,1102,7,,,,
34887,Revolution!,2009,3,4,60,13,4103,6,,,,
227456,Escape the Dark Castle,2017,1,4,45,14,2247,7,,,,
1829,Risk 2210 A.D.,2001,2,5,240,10,6695,6,,,,
5206,Ogre,1977,1,3,45,10,2681,6,,,,
88827,Battle Cry: 150th Civil War Anniversary Edition,2010,2,2,45,12,1139,7,,,,
24773,On the Underground,2006,2,5,60,7,2378,6,,,,
146910,Wildcatters,2013,2,4,120,12,1071,7,,,,
215840,Exit: The Game - The Forbidden Castle,2017,1,4,90,12,2466,6,,,,
195043,Welcome Back to the Dungeon,2016,2,4,30,10,3260,6,,,,
147253,The Ancient World,2014,2,4,90,13,1981,7,,,,
39339,Android,2008,3,5,180,13,3729,6,,,,
31497,Oregon,2007,2,4,45,8,3223,6,,,,
230267,Dice Settlers,2018,1,4,60,14,2089,7,,,,
168609,Artifacts,,,,,,,,,,,
73369,51st State,2010,2,4,90,10,2845,6,,,,
178054,A Study in Emerald (Second Edition),2015,2,5,60,13,2331,6,,,,
297978,Mariposas,2020,2,5,75,14,1645,7,,,,
233678,Indian Summer,2017,1,4,60,10,3021,6,,,,
66837,1862: Railway Mania in the Eastern Counties,2013,1,8,300,14,665,8,,,,
146221,Forge War,2015,1,4,180,12,1512,7,,,,
701,A House Divided: War Between the States 1861-65,1981,2,2,240,12,1910,7,,,,
6351,Gulo Gulo,2003,2,6,20,5,2755,6,,,,
14254,PitchCar Mini,2003,2,8,30,6,2091,6,,,,
255674,Imhotep: The Duel,2018,2,2,30,10,1614,7,,,,
90040,Pergamon,2011,2,4,45,10,2294,6,,,,
195571,Legendary Encounters: A Firefly Deck Building Game,2016,1,5,90,14,1714,7,,,,
1544,Beyond Balderdash,1993,2,6,45,10,2977,6,,,,
33451,The Red Dragon Inn 2,2008,2,4,45,13,2818,6,,,,
254,Empires in Arms,1983,2,7,12000,14,1238,7,,,,
138649,DC Comics Dice Masters: Justice League,2015,2,2,60,14,1363,7,,,,
195856,Bloodborne: The Card Game,2016,3,5,45,14,2899,6,,,,
158900,Samurai Spirit,2014,1,7,30,9,4361,6,,,,
149776,Fireteam Zero,2015,1,4,90,14,1291,7,,,,
142079,Space Cadets: Dice Duel,2013,4,8,30,12,2912,6,,,,
119,Kingdoms,1994,2,4,45,9,4648,6,,,,
225244,Ticket to Ride: Germany,2017,2,5,60,8,1097,7,,,,
21920,Leonardo da Vinci,2006,2,5,90,12,3371,6,,,,
245354,Unlock!: Secret Adventures - The Adventurers of Oz,2018,1,6,60,10,1140,7,,,,
10093,Axis & Allies,2004,2,5,240,12,5803,6,,,,
3565,Mordheim: City of the Damned,1999,2,6,60,10,1611,7,,,,
915,Mystery of the Abbey,1995,3,6,90,8,7673,6,,,,
157917,The Lord of the Ice Garden,2014,1,4,90,14,1088,7,,,,
257769,Walking in Burano,2018,1,4,40,10,1595,7,,,,
111417,The Great Heartland Hauling Co.,2013,2,4,30,10,2344,6,,,,
230303,Unlock!: Mystery Adventures - The House on the Hill,2017,1,6,60,10,1781,7,,,,
160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,2015,2,2,60,14,1449,7,,,,
248158,Thanos Rising: Avengers Infinity War,2018,2,4,90,10,1878,7,,,,
298065,Santa Monica,2020,2,4,40,14,1115,7,,,,
252526,Pictomania (Second Edition),2018,3,6,40,8,1033,7,,,,
99975,Timeline: Discoveries,2011,2,8,15,8,3506,6,,,,
138233,Ascension: Rise of Vigil,2013,2,4,30,13,1619,7,,,,
151771,La Cosa Nostra,2014,3,5,90,16,1041,7,,,,
619,The Bottle Imp,1995,2,4,30,10,3275,6,,,,
176083,Hit Z Road,2016,1,4,60,12,3424,6,,,,
112138,Krosmaster: Arena,2012,2,4,60,14,3445,6,,,,
187700,GKR: Heavy Hitters,2018,1,4,120,12,1214,7,,,,
252929,Planet,2018,2,4,45,8,3298,6,,,,
29937,König von Siam,2007,2,4,30,12,2162,6,,,,
169427,Middara: Unintentional Malum - Act 1,2019,1,4,60,15,801,8,,,,
40209,RAF: The Battle of Britain 1940,2009,1,2,300,0,876,7,,,,
163805,Transatlantic,2017,2,4,120,12,1674,7,,,,
218530,Tortuga 1667,2017,2,9,40,12,2426,6,,,,
19622,A Victory Lost: Crisis in Ukraine 1942-1943,2006,2,2,360,12,1027,7,,,,
205046,Capital Lux,2016,2,4,30,10,1816,7,,,,
139771,Star Trek: Attack Wing,2013,2,99,60,14,1806,7,,,,
107255,Evo (Second Edition),2011,2,5,60,14,2125,6,,,,
157413,New Bedford,2016,1,4,60,12,1715,7,,,,
103092,Helvetia,2011,2,4,90,12,1949,6,,,,
102435,Navajo Wars,2013,1,2,120,12,809,8,,,,
253608,18Chesapeake,2020,2,6,180,13,774,7,,,,
306040,Merv: The Heart of the Silk Road,2020,1,4,90,14,833,7,,,,
284742,Honey Buzz,2020,1,4,90,10,843,8,,,,
294612,Unlock!: Epic Adventures,2019,1,6,60,10,785,7,,,,
149951,Warfighter: The Tactical Special Forces Card Game,2014,1,6,180,0,1117,7,,,,
122842,Exodus: Proxima Centauri,2012,2,6,180,14,1604,7,,,,
21133,Infinity,2005,2,2,120,12,811,8,,,,
245487,Orchard: A 9 card solitaire game,2018,1,1,10,8,1128,7,,,,
264198,Warhammer Quest: Blackstone Fortress,2018,1,5,180,12,999,8,,,,
37387,Steel Driver,2008,3,6,60,11,1903,6,,,,
271088,Ishtar: Gardens of Babylon,2019,2,4,45,14,1680,7,,,,
143185,Smash Up: The Obligatory Cthulhu Set,2013,2,2,45,12,3266,6,,,,
70,Big City,1999,2,5,60,10,2352,6,,,,
211716,John Company,2017,1,6,180,14,1067,7,,,,
208895,New York Slice,2017,2,6,30,8,3030,6,,,,
8098,Jungle Speed,1997,2,8,10,7,11307,6,,,,
223770,Startups,2017,3,7,20,10,1665,7,,,,
254713,The Artemis Project,2019,1,5,75,13,1279,7,,,,
730,Breakout: Normandy,1992,2,2,240,12,994,7,,,,
136280,La Boca,2013,3,6,40,8,1910,6,,,,
233262,Tidal Blades: Heroes of the Reef,2020,1,4,90,14,922,7,,,,
929,The Great Dalmuti,1995,4,8,60,8,6866,6,,,,
35435,Nefertiti,2008,3,4,45,10,1900,7,,,,
244191,Nagaraja,2019,2,2,30,9,1413,7,,,,
244995,Illusion,2018,2,5,15,8,2763,6,,,,
494,Ave Caesar,1989,2,6,30,12,4381,6,,,,
319966,The King is Dead: Second Edition,2020,2,4,45,14,751,8,,,,
17223,World of Warcraft: The Boardgame,2005,2,6,180,12,5379,6,,,,
986,Babel,2000,2,2,60,12,3818,6,,,,
6205,Europe Engulfed: WWII European Theatre Block Game,2003,2,3,720,14,1266,7,,,,
175307,Adventure Time: Love Letter,2015,2,4,20,10,1601,7,,,,
157096,Historia,2014,1,6,120,12,2245,6,,,,
2393,Xiangqi,762,2,2,60,8,1884,7,,,,
148729,Maquis,2013,1,1,20,14,1261,7,,,,
145189,Timeline: Music & Cinema,2013,2,8,15,8,3090,6,,,,
222542,Otys,2017,2,4,60,14,1836,7,,,,
299047,Disney Villainous: Perfectly Wretched,2020,2,3,60,10,923,7,,,,
171726,Project: ELITE,2016,1,4,30,12,994,7,,,,
155255,Pax Pamir,2015,2,5,120,12,1061,7,,,,
37907,Diamonds Club,2008,2,4,75,10,1719,7,,,,
231484,Carnival of Monsters,2019,2,5,45,12,1412,7,,,,
246200,Piepmatz,2018,2,4,40,12,1496,7,,,,
361,Hare & Tortoise,1973,2,6,45,8,4331,6,,,,
230889,Aristeia!,2017,2,2,90,14,766,8,,,,
172996,The King Is Dead,2015,2,4,50,12,1510,7,,,,
71074,Expedition: Northwest Passage,2010,1,4,60,14,1780,7,,,,
237,Wooden Ships & Iron Men,1974,2,2,60,12,1946,7,,,,
180592,Steam Time,2015,2,4,90,12,1558,7,,,,
200853,Habitats,2016,2,5,50,10,1200,7,,,,
104955,Antike Duellum,2012,2,2,75,13,1636,7,,,,
43868,The Adventurers: The Temple of Chac,2009,2,6,45,10,4618,6,,,,
29223,Marrakech,2007,2,4,30,6,3660,6,,,,
165948,Mangrovia,2014,2,5,75,10,1500,7,,,,
38545,Kamisado,2008,2,2,20,10,2121,6,,,,
8129,Sluff Off!,2003,3,5,30,10,2258,6,,,,
22348,Duplik,2005,3,10,45,12,1958,6,,,,
242722,Here I Stand: 500th Anniversary Edition,2017,2,6,360,14,588,8,,,,
183231,Adventure Land,2015,2,4,45,10,2047,6,,,,
2251,Strat-O-Matic Baseball,1962,1,2,45,11,1073,7,,,,
91984,Québec,2011,2,5,75,13,1507,7,,,,
244916,Drop It,2018,2,4,30,8,1998,6,,,,
13308,Niagara,2004,3,5,45,8,7935,6,,,,
144529,Theseus: The Dark Orbit,2013,2,4,90,8,1711,7,,,,
175293,Trambahn,2015,2,2,45,8,1878,6,,,,
1662,Napoléon: The Waterloo Campaign,,,,,,,,,,,
171011,Favor of the Pharaoh,2015,2,4,45,13,2623,6,,,,
113636,Edo,2012,2,4,60,12,1609,7,,,,
32125,Felicity: The Cat in the Sack,2007,3,5,20,8,4728,6,,,,
15511,Fjords,2005,2,2,30,8,2976,6,,,,
38765,Ground Floor,2012,2,6,150,12,1656,7,,,,
98,Axis & Allies,1981,2,5,180,12,10297,6,,,,
290236,Canvas,2021,1,5,30,14,953,7,,,,
2808,The Russian Campaign,1974,2,2,360,12,1385,7,,,,
1198,SET,1988,1,20,30,6,10837,6,,,,
38386,A Castle for All Seasons,2008,2,4,60,10,2936,6,,,,
37358,Founding Fathers,2010,3,5,90,13,1820,6,,,,
146418,Warhammer: Diskwars,2013,2,4,90,14,1866,7,,,,
255675,Exit: The Game - The Catacombs of Horror,2018,1,4,240,16,1087,7,,,,
1887,Legend of the Five Rings,1995,2,8,45,12,1628,7,,,,
123239,Wits & Wagers Party,2012,4,18,25,8,2090,6,,,,
142961,Thunderstone Advance: Numenera,2013,1,5,90,12,1290,7,,,,
272682,Expedition to Newdale,2019,1,4,90,12,988,7,,,,
169611,Love Letter: The Hobbit - The Battle of the Five Armies,2015,2,4,30,8,1654,7,,,,
38992,Royal Palace,2008,2,4,60,12,2097,6,,,,
223215,Flip Ships,2017,1,4,45,8,1610,7,,,,
270314,Ohanami,2019,2,4,20,8,1238,7,,,,
35503,Ra: The Dice Game,2009,2,4,45,10,2452,6,,,,
129459,Duel of Ages II,2013,2,8,150,12,1173,7,,,,
46396,Ubongo 3D,2009,2,4,30,10,1506,7,,,,
4396,Odin's Ravens,2002,2,2,30,10,3665,6,,,,
258444,Gingerbread House,2018,2,4,30,8,1623,7,,,,
198487,Smash Up: Cease and Desist,2016,2,2,45,12,1122,7,,,,
157,Eurorails,1990,2,6,240,10,1748,7,,,,
4636,Clans,2002,2,4,30,10,4863,6,,,,
180852,Tiny Epic Western,2016,1,4,45,14,3637,6,,,,
24742,Cold War: CIA vs KGB,2007,2,2,60,12,3948,6,,,,
125752,Race! Formula 90,2013,2,6,270,14,796,7,,,,
28089,Château Roquefort,2007,2,4,30,6,2255,6,,,,
205610,A Game of Thrones: Hand of the King,2016,2,4,30,14,3384,6,,,,
56931,Arena: Roma II,2009,2,2,45,8,2021,6,,,,
230305,Unlock!: Mystery Adventures - The Tonipal's Treasure,2017,1,6,60,10,1596,7,,,,
24310,The Red Dragon Inn,2007,2,4,45,13,7104,6,,,,
54137,Battle Sheep,2010,2,4,15,7,3850,6,,,,
168998,Marvel Dice Masters: Age of Ultron,2015,2,2,60,14,1302,7,,,,
206940,Carcassonne: Amazonas,2016,2,5,35,8,1550,7,,,,
266164,Babylonia,2019,2,4,60,14,848,7,,,,
124172,Tsuro of the Seas,2012,2,8,40,8,5730,6,,,,
182189,Treasure Hunter,2015,2,6,40,8,2671,6,,,,
257614,Tussie Mussie,2019,2,4,30,8,1666,7,,,,
284777,Unmatched: Jurassic Park - InGen vs Raptors,2020,2,2,40,9,648,8,,,,
3931,Mare Nostrum,2003,3,5,120,10,3127,6,,,,
221769,Bios:Megafauna (Second Edition),2017,1,4,180,12,883,7,,,,
255984,Sleeping Gods,2021,1,4,1200,13,562,8,,,,
36522,2 de Mayo,2008,2,2,20,12,1902,6,,,,
177478,IKI,2015,2,4,90,14,969,7,,,,
27627,Talisman (Revised 4th Edition),2007,2,6,90,13,13248,6,,,,
24703,Heroscape Marvel: The Conflict Begins,2007,2,2,60,8,1851,7,,,,
300327,The Castles of Tuscany,2020,2,4,60,10,1129,7,,,,
220792,The Expanse Board Game,2017,2,4,60,14,1357,7,,,,
238393,Monolith Arena,2018,2,4,45,10,889,7,,,,
261594,Warhammer Underworlds: Nightvault,2018,2,2,60,12,812,7,,,,
63759,Seeland,2010,2,4,60,9,1895,6,,,,
41010,Carcassonne Junior,2009,2,4,20,4,3318,6,,,,
73,Show Manager,1996,2,6,60,10,1695,7,,,,
235375,Spirits of the Forest,2018,1,4,20,14,2043,6,,,,
5072,Carrom,0,2,4,60,6,1600,7,,,,
195528,La Granja: No Siesta,2016,1,4,45,10,2056,6,,,,
288169,The Fox in the Forest Duet,2020,2,2,30,10,1241,7,,,,
267813,Adventure Games: The Dungeon,2019,1,4,75,12,1499,7,,,,
193728,Pendragon: The Fall of Roman Britain,2017,1,4,360,16,770,8,,,,
257527,Trapwords,2018,4,8,45,8,1679,7,,,,
180771,Teenage Mutant Ninja Turtles: Shadows of the Past,2016,2,5,90,14,1187,7,,,,
23679,Warriors of God: The Wars of England & France,,,,,,,,,,,
267127,Aerion,2019,1,2,30,10,970,7,,,,
192945,Coal Baron: The Great Card Game,2016,2,4,80,10,1394,7,,,,
85005,The Boss,2010,2,6,40,10,2304,6,,,,
84,Rommel in the Desert,1982,2,2,150,12,987,7,,,,
225167,Human Punishment: Social Deduction 2.0,2018,4,16,90,10,1280,7,,,,
163370,Carcassonne: Gold Rush,2014,2,5,35,8,1389,7,,,,
1107,Nyet!,1997,2,5,30,10,2254,6,,,,
